QGC WPL 110
0	0	0	16	0	0	0	0	51.4630214	-0.3177539	0.0	1
1	0	3	16	2	0	0	0	51.46290599999999	-0.3178059999999999	1.395493745803833e-05	1
2	0	3	16	2	0	0	0	51.4629509	-0.3178268999999999	6.837770342826843e-06	1
3	0	3	16	2	0	0	0	51.4629726	-0.3178013	3.1599774956703186e-06	1
4	0	3	16	2	0	0	0	51.4629748	-0.3178663999999999	6.88992440700531e-06	1
5	0	3	16	2	0	0	0	51.4629972	-0.31790589999999985	9.298324584960938e-06	1
6	0	3	16	2	0	0	0	51.463003	-0.3179523999999995	1.5215016901493073e-05	1
7	0	3	16	2	0	0	0	51.4630262	-0.318012799999999	2.534780651330948e-05	1
8	0	3	16	2	0	0	0	51.4629827	-0.31794069999999963	1.4639459550380707e-05	1
9	0	3	16	2	0	0	0	51.46294580000001	-0.3178918999999997	1.2744218111038208e-05	1
10	0	3	16	2	0	0	0	51.462929200000005	-0.3178802999999997	1.4289282262325287e-05	1
11	0	3	16	2	0	0	0	51.4629103	-0.31783729999999977	1.4611519873142242e-05	1
12	0	3	16	2	0	0	0	51.46290599999999	-0.3178059999999999	1.395493745803833e-05	1
13	0	3	16	2	0	0	0	51.46290599999999	-0.3178059999999999	1.395493745803833e-05	1
