QGC WPL 110
0	0	0	16	0	0	0	0	51.4630214	-0.3177539	0.0	1
1	0	3	16	2	0	0	0	51.46193230000001	-0.3159587000000038	7.29244202375412e-05	1
2	0	3	16	2	0	0	0	51.4619462	-0.3160702000000016	4.4937245547771454e-05	1
3	0	3	16	2	0	0	0	51.4620669	-0.3162246000000001	3.596767783164978e-06	1
4	0	3	16	2	0	0	0	51.462111199999995	-0.3162915	0.0	1
5	0	3	16	2	0	0	0	51.461997499999995	-0.3163018	1.2590549886226654e-05	1
6	0	3	16	2	0	0	0	51.461965400000004	-0.3161817000000004	2.5194138288497925e-05	1
7	0	3	16	2	0	0	0	51.4619184	-0.3161199000000013	4.721619188785553e-05	1
8	0	3	16	2	0	0	0	51.46193230000001	-0.3159587000000038	7.29244202375412e-05	1
9	0	3	16	2	0	0	0	51.46193230000001	-0.3159587000000038	7.29244202375412e-05	1
